id,source,source_index,alteration,file_stem,image_path,description_path,annotation_path
1054,google,4,layout,google_004_layout,images/google_004_layout.png,descriptions/google_004_layout.json,annotations/google_004_layout.json
1055,gemini,153,layout,gemini_153_layout,images/gemini_153_layout.png,descriptions/gemini_153_layout.json,annotations/gemini_153_layout.json
1056,google,154,typography,google_154_typography,images/google_154_typography.png,descriptions/google_154_typography.json,annotations/google_154_typography.json
1057,gdc,52,typography,gdc_052_typography,images/gdc_052_typography.png,descriptions/gdc_052_typography.json,annotations/gdc_052_typography.json
1058,gdc,26,alignment,gdc_026_alignment,images/gdc_026_alignment.png,descriptions/gdc_026_alignment.json,annotations/gdc_026_alignment.json
1059,gdc,199,alignment,gdc_199_alignment,images/gdc_199_alignment.png,descriptions/gdc_199_alignment.json,annotations/gdc_199_alignment.json
1060,gdc,90,layout,gdc_090_layout,images/gdc_090_layout.png,descriptions/gdc_090_layout.json,annotations/gdc_090_layout.json
1061,google,130,layout,google_130_layout,images/google_130_layout.png,descriptions/google_130_layout.json,annotations/google_130_layout.json
1062,gdc,178,original,gdc_178_original,images/gdc_178_original.png,descriptions/gdc_178_original.json,annotations/gdc_178_original.json
1063,google,68,typography,google_068_typography,images/google_068_typography.png,descriptions/google_068_typography.json,annotations/google_068_typography.json
1064,google,195,typography,google_195_typography,images/google_195_typography.png,descriptions/google_195_typography.json,annotations/google_195_typography.json
1065,gdc,89,alignment,gdc_089_alignment,images/gdc_089_alignment.png,descriptions/gdc_089_alignment.json,annotations/gdc_089_alignment.json
1066,gdc,76,alignment,gdc_076_alignment,images/gdc_076_alignment.png,descriptions/gdc_076_alignment.json,annotations/gdc_076_alignment.json
1067,gemini,114,layout,gemini_114_layout,images/gemini_114_layout.png,descriptions/gemini_114_layout.json,annotations/gemini_114_layout.json
1068,gdc,106,typography,gdc_106_typography,images/gdc_106_typography.png,descriptions/gdc_106_typography.json,annotations/gdc_106_typography.json
1069,gemini,124,typography,gemini_124_typography,images/gemini_124_typography.png,descriptions/gemini_124_typography.json,annotations/gemini_124_typography.json
1070,gemini,152,typography,gemini_152_typography,images/gemini_152_typography.png,descriptions/gemini_152_typography.json,annotations/gemini_152_typography.json
1071,google,151,alignment,google_151_alignment,images/google_151_alignment.png,descriptions/google_151_alignment.json,annotations/google_151_alignment.json
1072,gemini,27,typography,gemini_027_typography,images/gemini_027_typography.png,descriptions/gemini_027_typography.json,annotations/gemini_027_typography.json
1073,gemini,90,typography,gemini_090_typography,images/gemini_090_typography.png,descriptions/gemini_090_typography.json,annotations/gemini_090_typography.json
1074,gdc,176,typography,gdc_176_typography,images/gdc_176_typography.png,descriptions/gdc_176_typography.json,annotations/gdc_176_typography.json
1075,google,4,alignment,google_004_alignment,images/google_004_alignment.png,descriptions/google_004_alignment.json,annotations/google_004_alignment.json
1076,google,91,alignment,google_091_alignment,images/google_091_alignment.png,descriptions/google_091_alignment.json,annotations/google_091_alignment.json
1077,google,127,layout,google_127_layout,images/google_127_layout.png,descriptions/google_127_layout.json,annotations/google_127_layout.json
1078,gemini,17,layout,gemini_017_layout,images/gemini_017_layout.png,descriptions/gemini_017_layout.json,annotations/gemini_017_layout.json
1079,gemini,132,layout,gemini_132_layout,images/gemini_132_layout.png,descriptions/gemini_132_layout.json,annotations/gemini_132_layout.json
1080,google,189,typography,google_189_typography,images/google_189_typography.png,descriptions/google_189_typography.json,annotations/google_189_typography.json
1081,gdc,39,alignment,gdc_039_alignment,images/gdc_039_alignment.png,descriptions/gdc_039_alignment.json,annotations/gdc_039_alignment.json
1082,gdc,189,layout,gdc_189_layout,images/gdc_189_layout.png,descriptions/gdc_189_layout.json,annotations/gdc_189_layout.json
1083,google,177,alignment,google_177_alignment,images/google_177_alignment.png,descriptions/google_177_alignment.json,annotations/google_177_alignment.json
1084,gdc,125,typography,gdc_125_typography,images/gdc_125_typography.png,descriptions/gdc_125_typography.json,annotations/gdc_125_typography.json
1085,gemini,58,original,gemini_058_original,images/gemini_058_original.png,descriptions/gemini_058_original.json,annotations/gemini_058_original.json
1086,google,115,original,google_115_original,images/google_115_original.png,descriptions/google_115_original.json,annotations/google_115_original.json
1087,google,65,original,google_065_original,images/google_065_original.png,descriptions/google_065_original.json,annotations/google_065_original.json
1088,gemini,11,typography,gemini_011_typography,images/gemini_011_typography.png,descriptions/gemini_011_typography.json,annotations/gemini_011_typography.json
1089,gdc,185,original,gdc_185_original,images/gdc_185_original.png,descriptions/gdc_185_original.json,annotations/gdc_185_original.json
1090,gdc,44,typography,gdc_044_typography,images/gdc_044_typography.png,descriptions/gdc_044_typography.json,annotations/gdc_044_typography.json
1091,gdc,160,typography,gdc_160_typography,images/gdc_160_typography.png,descriptions/gdc_160_typography.json,annotations/gdc_160_typography.json
1092,gemini,23,alignment,gemini_023_alignment,images/gemini_023_alignment.png,descriptions/gemini_023_alignment.json,annotations/gemini_023_alignment.json
1093,gemini,5,typography,gemini_005_typography,images/gemini_005_typography.png,descriptions/gemini_005_typography.json,annotations/gemini_005_typography.json
1094,gdc,171,alignment,gdc_171_alignment,images/gdc_171_alignment.png,descriptions/gdc_171_alignment.json,annotations/gdc_171_alignment.json
1095,gdc,189,original,gdc_189_original,images/gdc_189_original.png,descriptions/gdc_189_original.json,annotations/gdc_189_original.json
1096,gemini,107,original,gemini_107_original,images/gemini_107_original.png,descriptions/gemini_107_original.json,annotations/gemini_107_original.json
1097,gemini,108,alignment,gemini_108_alignment,images/gemini_108_alignment.png,descriptions/gemini_108_alignment.json,annotations/gemini_108_alignment.json
1098,google,145,layout,google_145_layout,images/google_145_layout.png,descriptions/google_145_layout.json,annotations/google_145_layout.json
1099,google,108,layout,google_108_layout,images/google_108_layout.png,descriptions/google_108_layout.json,annotations/google_108_layout.json
1100,gdc,162,layout,gdc_162_layout,images/gdc_162_layout.png,descriptions/gdc_162_layout.json,annotations/gdc_162_layout.json
1101,google,29,layout,google_029_layout,images/google_029_layout.png,descriptions/google_029_layout.json,annotations/google_029_layout.json
1102,gdc,159,typography,gdc_159_typography,images/gdc_159_typography.png,descriptions/gdc_159_typography.json,annotations/gdc_159_typography.json
1103,gdc,1,original,gdc_001_original,images/gdc_001_original.png,descriptions/gdc_001_original.json,annotations/gdc_001_original.json
1104,gdc,113,layout,gdc_113_layout,images/gdc_113_layout.png,descriptions/gdc_113_layout.json,annotations/gdc_113_layout.json
1105,google,50,original,google_050_original,images/google_050_original.png,descriptions/google_050_original.json,annotations/google_050_original.json
1106,gemini,189,layout,gemini_189_layout,images/gemini_189_layout.png,descriptions/gemini_189_layout.json,annotations/gemini_189_layout.json
1107,gemini,75,original,gemini_075_original,images/gemini_075_original.png,descriptions/gemini_075_original.json,annotations/gemini_075_original.json
1108,gdc,124,typography,gdc_124_typography,images/gdc_124_typography.png,descriptions/gdc_124_typography.json,annotations/gdc_124_typography.json
1109,google,36,original,google_036_original,images/google_036_original.png,descriptions/google_036_original.json,annotations/google_036_original.json
1110,gemini,56,typography,gemini_056_typography,images/gemini_056_typography.png,descriptions/gemini_056_typography.json,annotations/gemini_056_typography.json
1111,google,78,alignment,google_078_alignment,images/google_078_alignment.png,descriptions/google_078_alignment.json,annotations/google_078_alignment.json
1112,gemini,49,typography,gemini_049_typography,images/gemini_049_typography.png,descriptions/gemini_049_typography.json,annotations/gemini_049_typography.json
1113,gemini,64,layout,gemini_064_layout,images/gemini_064_layout.png,descriptions/gemini_064_layout.json,annotations/gemini_064_layout.json
1114,google,196,layout,google_196_layout,images/google_196_layout.png,descriptions/google_196_layout.json,annotations/google_196_layout.json
1115,gemini,82,alignment,gemini_082_alignment,images/gemini_082_alignment.png,descriptions/gemini_082_alignment.json,annotations/gemini_082_alignment.json
1116,google,10,alignment,google_010_alignment,images/google_010_alignment.png,descriptions/google_010_alignment.json,annotations/google_010_alignment.json
1117,google,82,typography,google_082_typography,images/google_082_typography.png,descriptions/google_082_typography.json,annotations/google_082_typography.json
1118,google,166,typography,google_166_typography,images/google_166_typography.png,descriptions/google_166_typography.json,annotations/google_166_typography.json
1119,gemini,55,alignment,gemini_055_alignment,images/gemini_055_alignment.png,descriptions/gemini_055_alignment.json,annotations/gemini_055_alignment.json
1120,google,174,original,google_174_original,images/google_174_original.png,descriptions/google_174_original.json,annotations/google_174_original.json
1121,gemini,139,typography,gemini_139_typography,images/gemini_139_typography.png,descriptions/gemini_139_typography.json,annotations/gemini_139_typography.json
1122,gdc,1,alignment,gdc_001_alignment,images/gdc_001_alignment.png,descriptions/gdc_001_alignment.json,annotations/gdc_001_alignment.json
1123,gdc,156,alignment,gdc_156_alignment,images/gdc_156_alignment.png,descriptions/gdc_156_alignment.json,annotations/gdc_156_alignment.json
1124,gdc,139,layout,gdc_139_layout,images/gdc_139_layout.png,descriptions/gdc_139_layout.json,annotations/gdc_139_layout.json
1125,gemini,92,typography,gemini_092_typography,images/gemini_092_typography.png,descriptions/gemini_092_typography.json,annotations/gemini_092_typography.json
1126,gemini,174,original,gemini_174_original,images/gemini_174_original.png,descriptions/gemini_174_original.json,annotations/gemini_174_original.json
1127,google,55,typography,google_055_typography,images/google_055_typography.png,descriptions/google_055_typography.json,annotations/google_055_typography.json
1128,gdc,173,typography,gdc_173_typography,images/gdc_173_typography.png,descriptions/gdc_173_typography.json,annotations/gdc_173_typography.json
1129,gemini,4,typography,gemini_004_typography,images/gemini_004_typography.png,descriptions/gemini_004_typography.json,annotations/gemini_004_typography.json
1130,gemini,169,original,gemini_169_original,images/gemini_169_original.png,descriptions/gemini_169_original.json,annotations/gemini_169_original.json
1131,gemini,37,original,gemini_037_original,images/gemini_037_original.png,descriptions/gemini_037_original.json,annotations/gemini_037_original.json
1132,gemini,95,typography,gemini_095_typography,images/gemini_095_typography.png,descriptions/gemini_095_typography.json,annotations/gemini_095_typography.json
1133,gemini,135,alignment,gemini_135_alignment,images/gemini_135_alignment.png,descriptions/gemini_135_alignment.json,annotations/gemini_135_alignment.json
1134,gdc,58,original,gdc_058_original,images/gdc_058_original.png,descriptions/gdc_058_original.json,annotations/gdc_058_original.json
1135,google,62,layout,google_062_layout,images/google_062_layout.png,descriptions/google_062_layout.json,annotations/google_062_layout.json
1136,gemini,166,typography,gemini_166_typography,images/gemini_166_typography.png,descriptions/gemini_166_typography.json,annotations/gemini_166_typography.json
1137,gdc,23,original,gdc_023_original,images/gdc_023_original.png,descriptions/gdc_023_original.json,annotations/gdc_023_original.json
1138,gdc,9,typography,gdc_009_typography,images/gdc_009_typography.png,descriptions/gdc_009_typography.json,annotations/gdc_009_typography.json
1139,gemini,141,original,gemini_141_original,images/gemini_141_original.png,descriptions/gemini_141_original.json,annotations/gemini_141_original.json
1140,gdc,142,typography,gdc_142_typography,images/gdc_142_typography.png,descriptions/gdc_142_typography.json,annotations/gdc_142_typography.json
1141,gemini,111,typography,gemini_111_typography,images/gemini_111_typography.png,descriptions/gemini_111_typography.json,annotations/gemini_111_typography.json
1142,google,83,layout,google_083_layout,images/google_083_layout.png,descriptions/google_083_layout.json,annotations/google_083_layout.json
1143,gemini,173,alignment,gemini_173_alignment,images/gemini_173_alignment.png,descriptions/gemini_173_alignment.json,annotations/gemini_173_alignment.json
1144,google,136,layout,google_136_layout,images/google_136_layout.png,descriptions/google_136_layout.json,annotations/google_136_layout.json
1145,gdc,191,layout,gdc_191_layout,images/gdc_191_layout.png,descriptions/gdc_191_layout.json,annotations/gdc_191_layout.json
1146,google,158,alignment,google_158_alignment,images/google_158_alignment.png,descriptions/google_158_alignment.json,annotations/google_158_alignment.json
1147,gdc,34,typography,gdc_034_typography,images/gdc_034_typography.png,descriptions/gdc_034_typography.json,annotations/gdc_034_typography.json
1148,google,41,layout,google_041_layout,images/google_041_layout.png,descriptions/google_041_layout.json,annotations/google_041_layout.json
1149,google,98,layout,google_098_layout,images/google_098_layout.png,descriptions/google_098_layout.json,annotations/google_098_layout.json
1150,gemini,11,alignment,gemini_011_alignment,images/gemini_011_alignment.png,descriptions/gemini_011_alignment.json,annotations/gemini_011_alignment.json
1151,google,43,typography,google_043_typography,images/google_043_typography.png,descriptions/google_043_typography.json,annotations/google_043_typography.json
1152,gdc,34,layout,gdc_034_layout,images/gdc_034_layout.png,descriptions/gdc_034_layout.json,annotations/gdc_034_layout.json
1153,gemini,79,original,gemini_079_original,images/gemini_079_original.png,descriptions/gemini_079_original.json,annotations/gemini_079_original.json
1154,gdc,51,original,gdc_051_original,images/gdc_051_original.png,descriptions/gdc_051_original.json,annotations/gdc_051_original.json
1155,gemini,186,layout,gemini_186_layout,images/gemini_186_layout.png,descriptions/gemini_186_layout.json,annotations/gemini_186_layout.json
1156,gemini,12,layout,gemini_012_layout,images/gemini_012_layout.png,descriptions/gemini_012_layout.json,annotations/gemini_012_layout.json
1157,google,122,typography,google_122_typography,images/google_122_typography.png,descriptions/google_122_typography.json,annotations/google_122_typography.json
1158,gdc,54,layout,gdc_054_layout,images/gdc_054_layout.png,descriptions/gdc_054_layout.json,annotations/gdc_054_layout.json
1159,gemini,90,original,gemini_090_original,images/gemini_090_original.png,descriptions/gemini_090_original.json,annotations/gemini_090_original.json
1160,google,109,alignment,google_109_alignment,images/google_109_alignment.png,descriptions/google_109_alignment.json,annotations/google_109_alignment.json
1161,gdc,6,typography,gdc_006_typography,images/gdc_006_typography.png,descriptions/gdc_006_typography.json,annotations/gdc_006_typography.json
1162,gemini,46,typography,gemini_046_typography,images/gemini_046_typography.png,descriptions/gemini_046_typography.json,annotations/gemini_046_typography.json
1163,gdc,174,layout,gdc_174_layout,images/gdc_174_layout.png,descriptions/gdc_174_layout.json,annotations/gdc_174_layout.json
1164,gdc,193,typography,gdc_193_typography,images/gdc_193_typography.png,descriptions/gdc_193_typography.json,annotations/gdc_193_typography.json
1165,gdc,12,typography,gdc_012_typography,images/gdc_012_typography.png,descriptions/gdc_012_typography.json,annotations/gdc_012_typography.json
1166,gdc,138,original,gdc_138_original,images/gdc_138_original.png,descriptions/gdc_138_original.json,annotations/gdc_138_original.json
1167,google,98,alignment,google_098_alignment,images/google_098_alignment.png,descriptions/google_098_alignment.json,annotations/google_098_alignment.json
1168,gemini,120,alignment,gemini_120_alignment,images/gemini_120_alignment.png,descriptions/gemini_120_alignment.json,annotations/gemini_120_alignment.json
1169,google,12,alignment,google_012_alignment,images/google_012_alignment.png,descriptions/google_012_alignment.json,annotations/google_012_alignment.json
1170,gemini,137,layout,gemini_137_layout,images/gemini_137_layout.png,descriptions/gemini_137_layout.json,annotations/gemini_137_layout.json
1171,gemini,169,alignment,gemini_169_alignment,images/gemini_169_alignment.png,descriptions/gemini_169_alignment.json,annotations/gemini_169_alignment.json
1172,gemini,175,alignment,gemini_175_alignment,images/gemini_175_alignment.png,descriptions/gemini_175_alignment.json,annotations/gemini_175_alignment.json
1173,google,4,original,google_004_original,images/google_004_original.png,descriptions/google_004_original.json,annotations/google_004_original.json
1174,gdc,166,original,gdc_166_original,images/gdc_166_original.png,descriptions/gdc_166_original.json,annotations/gdc_166_original.json
1175,gemini,178,alignment,gemini_178_alignment,images/gemini_178_alignment.png,descriptions/gemini_178_alignment.json,annotations/gemini_178_alignment.json
1176,gemini,154,alignment,gemini_154_alignment,images/gemini_154_alignment.png,descriptions/gemini_154_alignment.json,annotations/gemini_154_alignment.json
1177,google,184,layout,google_184_layout,images/google_184_layout.png,descriptions/google_184_layout.json,annotations/google_184_layout.json
1178,gemini,199,typography,gemini_199_typography,images/gemini_199_typography.png,descriptions/gemini_199_typography.json,annotations/gemini_199_typography.json
1179,google,148,layout,google_148_layout,images/google_148_layout.png,descriptions/google_148_layout.json,annotations/google_148_layout.json
1180,gdc,50,alignment,gdc_050_alignment,images/gdc_050_alignment.png,descriptions/gdc_050_alignment.json,annotations/gdc_050_alignment.json
1181,gemini,60,typography,gemini_060_typography,images/gemini_060_typography.png,descriptions/gemini_060_typography.json,annotations/gemini_060_typography.json
1182,gdc,184,typography,gdc_184_typography,images/gdc_184_typography.png,descriptions/gdc_184_typography.json,annotations/gdc_184_typography.json
1183,google,194,original,google_194_original,images/google_194_original.png,descriptions/google_194_original.json,annotations/google_194_original.json
1184,google,57,layout,google_057_layout,images/google_057_layout.png,descriptions/google_057_layout.json,annotations/google_057_layout.json
1185,gdc,154,layout,gdc_154_layout,images/gdc_154_layout.png,descriptions/gdc_154_layout.json,annotations/gdc_154_layout.json
1186,gdc,64,layout,gdc_064_layout,images/gdc_064_layout.png,descriptions/gdc_064_layout.json,annotations/gdc_064_layout.json
1187,gdc,50,layout,gdc_050_layout,images/gdc_050_layout.png,descriptions/gdc_050_layout.json,annotations/gdc_050_layout.json
1188,gemini,87,typography,gemini_087_typography,images/gemini_087_typography.png,descriptions/gemini_087_typography.json,annotations/gemini_087_typography.json
1189,gdc,163,typography,gdc_163_typography,images/gdc_163_typography.png,descriptions/gdc_163_typography.json,annotations/gdc_163_typography.json
1190,gemini,86,layout,gemini_086_layout,images/gemini_086_layout.png,descriptions/gemini_086_layout.json,annotations/gemini_086_layout.json
1191,google,121,alignment,google_121_alignment,images/google_121_alignment.png,descriptions/google_121_alignment.json,annotations/google_121_alignment.json
1192,google,64,layout,google_064_layout,images/google_064_layout.png,descriptions/google_064_layout.json,annotations/google_064_layout.json
1193,google,169,alignment,google_169_alignment,images/google_169_alignment.png,descriptions/google_169_alignment.json,annotations/google_169_alignment.json
1194,gdc,170,typography,gdc_170_typography,images/gdc_170_typography.png,descriptions/gdc_170_typography.json,annotations/gdc_170_typography.json
1195,google,123,alignment,google_123_alignment,images/google_123_alignment.png,descriptions/google_123_alignment.json,annotations/google_123_alignment.json
1196,gemini,32,alignment,gemini_032_alignment,images/gemini_032_alignment.png,descriptions/gemini_032_alignment.json,annotations/gemini_032_alignment.json
1197,gemini,45,alignment,gemini_045_alignment,images/gemini_045_alignment.png,descriptions/gemini_045_alignment.json,annotations/gemini_045_alignment.json
1198,google,157,original,google_157_original,images/google_157_original.png,descriptions/google_157_original.json,annotations/google_157_original.json
1199,gdc,59,layout,gdc_059_layout,images/gdc_059_layout.png,descriptions/gdc_059_layout.json,annotations/gdc_059_layout.json
1200,gdc,107,layout,gdc_107_layout,images/gdc_107_layout.png,descriptions/gdc_107_layout.json,annotations/gdc_107_layout.json
1201,gemini,81,original,gemini_081_original,images/gemini_081_original.png,descriptions/gemini_081_original.json,annotations/gemini_081_original.json
1202,google,144,layout,google_144_layout,images/google_144_layout.png,descriptions/google_144_layout.json,annotations/google_144_layout.json
1203,google,91,typography,google_091_typography,images/google_091_typography.png,descriptions/google_091_typography.json,annotations/google_091_typography.json
1204,gdc,4,alignment,gdc_004_alignment,images/gdc_004_alignment.png,descriptions/gdc_004_alignment.json,annotations/gdc_004_alignment.json
1205,google,106,alignment,google_106_alignment,images/google_106_alignment.png,descriptions/google_106_alignment.json,annotations/google_106_alignment.json
1206,gemini,1,layout,gemini_001_layout,images/gemini_001_layout.png,descriptions/gemini_001_layout.json,annotations/gemini_001_layout.json
1207,gdc,121,alignment,gdc_121_alignment,images/gdc_121_alignment.png,descriptions/gdc_121_alignment.json,annotations/gdc_121_alignment.json
1208,gemini,83,original,gemini_083_original,images/gemini_083_original.png,descriptions/gemini_083_original.json,annotations/gemini_083_original.json
1209,gdc,155,original,gdc_155_original,images/gdc_155_original.png,descriptions/gdc_155_original.json,annotations/gdc_155_original.json
1210,gemini,93,original,gemini_093_original,images/gemini_093_original.png,descriptions/gemini_093_original.json,annotations/gemini_093_original.json
1211,google,99,alignment,google_099_alignment,images/google_099_alignment.png,descriptions/google_099_alignment.json,annotations/google_099_alignment.json
1212,gdc,168,typography,gdc_168_typography,images/gdc_168_typography.png,descriptions/gdc_168_typography.json,annotations/gdc_168_typography.json
1213,google,153,original,google_153_original,images/google_153_original.png,descriptions/google_153_original.json,annotations/google_153_original.json
1214,google,163,alignment,google_163_alignment,images/google_163_alignment.png,descriptions/google_163_alignment.json,annotations/google_163_alignment.json
1215,gemini,31,original,gemini_031_original,images/gemini_031_original.png,descriptions/gemini_031_original.json,annotations/gemini_031_original.json
1216,gemini,176,original,gemini_176_original,images/gemini_176_original.png,descriptions/gemini_176_original.json,annotations/gemini_176_original.json
1217,gdc,99,typography,gdc_099_typography,images/gdc_099_typography.png,descriptions/gdc_099_typography.json,annotations/gdc_099_typography.json
1218,gdc,186,original,gdc_186_original,images/gdc_186_original.png,descriptions/gdc_186_original.json,annotations/gdc_186_original.json
1219,gdc,25,original,gdc_025_original,images/gdc_025_original.png,descriptions/gdc_025_original.json,annotations/gdc_025_original.json
1220,gemini,25,layout,gemini_025_layout,images/gemini_025_layout.png,descriptions/gemini_025_layout.json,annotations/gemini_025_layout.json
1221,gemini,43,original,gemini_043_original,images/gemini_043_original.png,descriptions/gemini_043_original.json,annotations/gemini_043_original.json
1222,google,109,layout,google_109_layout,images/google_109_layout.png,descriptions/google_109_layout.json,annotations/google_109_layout.json
1223,gemini,173,layout,gemini_173_layout,images/gemini_173_layout.png,descriptions/gemini_173_layout.json,annotations/gemini_173_layout.json
1224,google,84,typography,google_084_typography,images/google_084_typography.png,descriptions/google_084_typography.json,annotations/google_084_typography.json
1225,google,128,layout,google_128_layout,images/google_128_layout.png,descriptions/google_128_layout.json,annotations/google_128_layout.json
1226,google,175,original,google_175_original,images/google_175_original.png,descriptions/google_175_original.json,annotations/google_175_original.json
1227,gemini,158,original,gemini_158_original,images/gemini_158_original.png,descriptions/gemini_158_original.json,annotations/gemini_158_original.json
1228,gdc,180,original,gdc_180_original,images/gdc_180_original.png,descriptions/gdc_180_original.json,annotations/gdc_180_original.json
1229,google,124,typography,google_124_typography,images/google_124_typography.png,descriptions/google_124_typography.json,annotations/google_124_typography.json
1230,google,110,alignment,google_110_alignment,images/google_110_alignment.png,descriptions/google_110_alignment.json,annotations/google_110_alignment.json
1231,google,55,alignment,google_055_alignment,images/google_055_alignment.png,descriptions/google_055_alignment.json,annotations/google_055_alignment.json
1232,gemini,191,typography,gemini_191_typography,images/gemini_191_typography.png,descriptions/gemini_191_typography.json,annotations/gemini_191_typography.json
1233,google,85,typography,google_085_typography,images/google_085_typography.png,descriptions/google_085_typography.json,annotations/google_085_typography.json
1234,google,163,typography,google_163_typography,images/google_163_typography.png,descriptions/google_163_typography.json,annotations/google_163_typography.json
1235,gdc,195,typography,gdc_195_typography,images/gdc_195_typography.png,descriptions/gdc_195_typography.json,annotations/gdc_195_typography.json
1236,gemini,60,layout,gemini_060_layout,images/gemini_060_layout.png,descriptions/gemini_060_layout.json,annotations/gemini_060_layout.json
1237,google,54,typography,google_054_typography,images/google_054_typography.png,descriptions/google_054_typography.json,annotations/google_054_typography.json
1238,gemini,111,alignment,gemini_111_alignment,images/gemini_111_alignment.png,descriptions/gemini_111_alignment.json,annotations/gemini_111_alignment.json
1239,gemini,119,layout,gemini_119_layout,images/gemini_119_layout.png,descriptions/gemini_119_layout.json,annotations/gemini_119_layout.json
1240,google,80,original,google_080_original,images/google_080_original.png,descriptions/google_080_original.json,annotations/google_080_original.json
1241,google,112,typography,google_112_typography,images/google_112_typography.png,descriptions/google_112_typography.json,annotations/google_112_typography.json
1242,google,80,typography,google_080_typography,images/google_080_typography.png,descriptions/google_080_typography.json,annotations/google_080_typography.json
1243,gdc,191,typography,gdc_191_typography,images/gdc_191_typography.png,descriptions/gdc_191_typography.json,annotations/gdc_191_typography.json
1244,google,93,original,google_093_original,images/google_093_original.png,descriptions/google_093_original.json,annotations/google_093_original.json
1245,gemini,67,alignment,gemini_067_alignment,images/gemini_067_alignment.png,descriptions/gemini_067_alignment.json,annotations/gemini_067_alignment.json
1246,gdc,187,typography,gdc_187_typography,images/gdc_187_typography.png,descriptions/gdc_187_typography.json,annotations/gdc_187_typography.json
1247,google,37,alignment,google_037_alignment,images/google_037_alignment.png,descriptions/google_037_alignment.json,annotations/google_037_alignment.json
1248,gdc,103,typography,gdc_103_typography,images/gdc_103_typography.png,descriptions/gdc_103_typography.json,annotations/gdc_103_typography.json
1249,google,137,typography,google_137_typography,images/google_137_typography.png,descriptions/google_137_typography.json,annotations/google_137_typography.json
1250,gdc,13,layout,gdc_013_layout,images/gdc_013_layout.png,descriptions/gdc_013_layout.json,annotations/gdc_013_layout.json
1251,google,150,layout,google_150_layout,images/google_150_layout.png,descriptions/google_150_layout.json,annotations/google_150_layout.json
1252,gdc,119,typography,gdc_119_typography,images/gdc_119_typography.png,descriptions/gdc_119_typography.json,annotations/gdc_119_typography.json
1253,gemini,121,original,gemini_121_original,images/gemini_121_original.png,descriptions/gemini_121_original.json,annotations/gemini_121_original.json
1254,gdc,178,alignment,gdc_178_alignment,images/gdc_178_alignment.png,descriptions/gdc_178_alignment.json,annotations/gdc_178_alignment.json
1255,gemini,17,alignment,gemini_017_alignment,images/gemini_017_alignment.png,descriptions/gemini_017_alignment.json,annotations/gemini_017_alignment.json
1256,google,129,layout,google_129_layout,images/google_129_layout.png,descriptions/google_129_layout.json,annotations/google_129_layout.json
1257,gdc,198,alignment,gdc_198_alignment,images/gdc_198_alignment.png,descriptions/gdc_198_alignment.json,annotations/gdc_198_alignment.json
1258,gdc,13,original,gdc_013_original,images/gdc_013_original.png,descriptions/gdc_013_original.json,annotations/gdc_013_original.json
1259,gdc,122,layout,gdc_122_layout,images/gdc_122_layout.png,descriptions/gdc_122_layout.json,annotations/gdc_122_layout.json
1260,google,165,typography,google_165_typography,images/google_165_typography.png,descriptions/google_165_typography.json,annotations/google_165_typography.json
1261,gdc,128,original,gdc_128_original,images/gdc_128_original.png,descriptions/gdc_128_original.json,annotations/gdc_128_original.json
1262,gdc,147,layout,gdc_147_layout,images/gdc_147_layout.png,descriptions/gdc_147_layout.json,annotations/gdc_147_layout.json
1263,gemini,100,layout,gemini_100_layout,images/gemini_100_layout.png,descriptions/gemini_100_layout.json,annotations/gemini_100_layout.json
1264,gemini,9,layout,gemini_009_layout,images/gemini_009_layout.png,descriptions/gemini_009_layout.json,annotations/gemini_009_layout.json
1265,gdc,37,typography,gdc_037_typography,images/gdc_037_typography.png,descriptions/gdc_037_typography.json,annotations/gdc_037_typography.json
1266,gemini,130,typography,gemini_130_typography,images/gemini_130_typography.png,descriptions/gemini_130_typography.json,annotations/gemini_130_typography.json
1267,google,180,original,google_180_original,images/google_180_original.png,descriptions/google_180_original.json,annotations/google_180_original.json
1268,google,66,alignment,google_066_alignment,images/google_066_alignment.png,descriptions/google_066_alignment.json,annotations/google_066_alignment.json
1269,google,138,alignment,google_138_alignment,images/google_138_alignment.png,descriptions/google_138_alignment.json,annotations/google_138_alignment.json
1270,gdc,75,layout,gdc_075_layout,images/gdc_075_layout.png,descriptions/gdc_075_layout.json,annotations/gdc_075_layout.json
1271,gemini,84,layout,gemini_084_layout,images/gemini_084_layout.png,descriptions/gemini_084_layout.json,annotations/gemini_084_layout.json
1272,google,154,original,google_154_original,images/google_154_original.png,descriptions/google_154_original.json,annotations/google_154_original.json
1273,google,74,layout,google_074_layout,images/google_074_layout.png,descriptions/google_074_layout.json,annotations/google_074_layout.json
1274,google,83,typography,google_083_typography,images/google_083_typography.png,descriptions/google_083_typography.json,annotations/google_083_typography.json
1275,gdc,97,typography,gdc_097_typography,images/gdc_097_typography.png,descriptions/gdc_097_typography.json,annotations/gdc_097_typography.json
1276,gdc,161,alignment,gdc_161_alignment,images/gdc_161_alignment.png,descriptions/gdc_161_alignment.json,annotations/gdc_161_alignment.json
1277,gdc,197,alignment,gdc_197_alignment,images/gdc_197_alignment.png,descriptions/gdc_197_alignment.json,annotations/gdc_197_alignment.json
1278,google,14,typography,google_014_typography,images/google_014_typography.png,descriptions/google_014_typography.json,annotations/google_014_typography.json
1279,gemini,70,layout,gemini_070_layout,images/gemini_070_layout.png,descriptions/gemini_070_layout.json,annotations/gemini_070_layout.json
